Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Min Salary,Max Salary,Average Salary,Python_yn,Spark,AWS_yn,Excel_yn,Tableau_yn,SQL_yn,Rating Category,job_state,same_state,Age
2.8,DrFirst,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data scientist,Other,82000,133000,107500.0,1,0,0,0,0,0,Low Rating, MD,1,23
4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),data engineer,Other,65000,125000,95000.0,0,1,1,0,0,1,High Rating, MN,1,27
3.0,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,data scientist,Associate,91000,148000,119500.0,1,1,0,0,1,1,Medium Rating, CA,1,26
3.2,Red Ventures,"Charlotte, NC","Fort Mill, SC",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),data engineer,Senior/Principal,95000,173000,134000.0,0,1,1,0,0,1,Medium Rating, NC,0,23
4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,77000,124000,100500.0,1,0,0,1,1,1,High Rating, MA,1,24
3.5,The E.W. Scripps Company,"Cincinnati, OH","Cincinnati, OH",1001 to 5000 employees,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),data scientist,Other,80000,135000,107500.0,1,0,0,0,1,1,Medium Rating, OH,1,145
4.0,Upside Business Travel,"Washington, DC","Washington, DC",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown,data engineer,Other,85000,159000,122000.0,1,1,1,0,0,1,High Rating, DC,1,8
4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),data engineer,Other,80000,105000,92500.0,1,1,0,1,0,1,High Rating, IL,1,30
2.3,Synagro,"Baltimore, MD","Baltimore, MD",501 to 1000 employees,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),data analyst,Other,43000,81000,62000.0,0,0,0,1,0,1,Low Rating, MD,1,37
4.0,Alliance Source Testing,"Alabaster, AL","Decatur, AL",51 to 200 employees,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),other scientist,Other,29000,50000,39500.0,0,0,0,0,0,0,High Rating, AL,0,23
3.6,Accuride International,"Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),data scientist,Other,82000,133000,107500.0,0,0,0,1,1,0,Medium Rating, Los Angeles,0,57
3.8,Full Potential Solutions,"Kansas City, MO","Kansas City, MO",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,other analytics,Senior/Principal,26000,55000,40500.0,1,0,1,1,1,1,Medium Rating, MO,1,6
3.7,Visa Inc.,"Ashburn, VA","Foster City, CA",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),data scientist,Senior/Principal,61000,118000,89500.0,1,1,0,0,1,1,Medium Rating, VA,0,65
4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data scientist,Other,60000,102000,81000.0,1,0,1,1,1,1,High Rating, IL,1,15
4.0,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data scientist,Senior/Principal,112000,182000,147000.0,1,0,1,0,0,0,High Rating, VA,0,11
3.2,"First Command Financial Services, Inc.","Fort Worth, TX","Fort Worth, TX",1001 to 5000 employees,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),data scientist,Other,64000,106000,85000.0,1,0,0,1,1,1,Medium Rating, TX,1,65
2.9,Pharmavite,"Valencia, CA","West Hills, CA",1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),other scientist,Associate,51000,112000,81500.0,0,0,0,1,0,0,Low Rating, CA,0,52
3.8,BioMarin Pharmaceutical,"Novato, CA","San Rafael, CA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),other scientist,Associate,113000,223000,168000.0,0,0,0,1,0,0,Medium Rating, CA,0,26
4.3,Stratagem Group,"Aurora, CO","Aurora, CO",1 to 50 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown,machine learning engineer,Other,72000,129000,100500.0,1,1,1,1,0,1,High Rating, CO,1,16
3.4,PA Consulting,"New York, NY","London, United Kingdom",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),data scientist,Other,71000,123000,97000.0,1,1,0,1,1,1,Medium Rating, NY,0,80
4.1,ManTech,"Chantilly, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),data scientist,Other,64000,106000,85000.0,0,0,0,0,0,1,High Rating, VA,0,55
4.3,h2o.ai,"Mountain View, CA","Mountain View, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,118000,189000,153500.0,1,1,1,1,0,0,High Rating, CA,1,12
5.0,Gridiron IT,"Tampa, FL","Reston, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown,data engineer,Other,120000,145000,132500.0,0,0,0,0,0,0,High Rating, FL,0,6
4.3,Productive Edge,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),data engineer,Other,80000,120000,100000.0,0,1,0,1,0,1,High Rating, IL,1,15
3.7,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,Travel & Tourism,Unknown,data scientist,Senior/Principal,80000,130000,105000.0,1,0,0,0,0,1,Medium Rating, CO,1,12
4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data engineer,Senior/Principal,59000,115000,87000.0,0,0,1,1,0,0,High Rating, UT,0,-1
4.3,Maximus Real Estate Partners,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Real Estate,Real Estate,Unknown,data analyst,Other,71000,136000,103500.0,0,0,0,1,0,1,High Rating, CA,1,10
2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,reasearch scientist,Senior/Principal,81000,167000,124000.0,1,0,0,1,0,0,Low Rating, PA,1,39
3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Other,49000,85000,67000.0,1,0,0,0,0,0,Medium Rating, WA,1,58
3.9,AVANADE,"Washington, DC","Seattle, WA",10000+ employees,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),data engineer,Other,60000,114000,87000.0,0,0,0,0,0,0,Medium Rating, DC,0,23
4.3,h2o.ai,"Chicago, IL","Mountain View, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,71000,204000,137500.0,1,1,1,1,0,0,High Rating, IL,0,12
3.8,PatientPoint,"Cincinnati, OH","Cincinnati, OH",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),data scientist,Senior/Principal,75000,125000,100000.0,1,0,0,1,0,1,Medium Rating, OH,1,36
3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN","Chattanooga, TN",5001 to 10000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),data engineer,Associate,77000,136000,106500.0,0,0,0,1,1,1,Medium Rating, TN,1,78
3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Senior/Principal,74000,123000,98500.0,0,0,0,0,0,0,Medium Rating, WA,1,58
4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 to 1000 employees,Company - Private,Security Services,Business Services,$100 to $500 million (USD),data analyst,Senior/Principal,44000,78000,61000.0,1,0,0,1,0,1,High Rating, FL,1,13
4.4,KSM Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown,data scientist,Senior/Principal,65000,148000,106500.0,1,1,1,0,0,1,High Rating, IN,1,15
3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown,data engineer,Other,59000,110000,84500.0,1,1,0,0,0,1,Medium Rating, MA,1,18
3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),business intelligence,Senior/Principal,85000,134000,109500.0,1,0,0,1,1,0,Medium Rating, NJ,1,177
3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Senior/Principal,124000,204000,164000.0,1,1,1,0,0,1,Medium Rating, MA,0,172
3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,131000,207000,169000.0,1,1,0,1,0,1,Medium Rating, CA,1,47
3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),data scientist,Senior/Principal,110000,174000,142000.0,1,1,1,1,0,0,Medium Rating, CA,0,27
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),business intelligence,Other,52000,101000,76500.0,0,0,0,1,0,0,Medium Rating, MA,0,242
3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data scientist,Other,81000,133000,107000.0,1,0,0,1,1,1,Medium Rating, MD,1,42
3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),data scientist,Associate,132000,211000,171500.0,1,0,1,0,0,1,Medium Rating, CA,1,53
3.9,Health IQ,"Dallas, TX","Mountain View, CA",201 to 500 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown,data scientist,Senior/Principal,73000,119000,96000.0,0,0,0,1,0,0,Medium Rating, TX,0,10
4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,110000,175000,142500.0,0,0,0,0,0,1,High Rating, CA,1,13
4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data engineer,Senior/Principal,74000,140000,107000.0,0,0,0,1,0,0,High Rating, UT,0,-1
3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,100000,190000,145000.0,1,0,0,1,0,0,Medium Rating, MA,1,13
2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),data analyst,Senior/Principal,43000,80000,61500.0,1,0,0,1,1,1,Low Rating, VA,1,30
3.6,Tower Health,"West Reading, PA","Reading, PA",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,other scientist,Other,35360,49920,42640.0,0,0,0,0,0,0,Medium Rating, PA,0,6
2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 to 200 employees,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),data scientist,Entry Level,91000,149000,120000.0,1,0,0,0,1,1,Low Rating, WI,1,72
4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Other,42000,82000,62000.0,0,0,0,0,0,0,High Rating, MA,1,10
4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),data scientist,Senior/Principal,116000,185000,150500.0,1,1,0,0,0,1,High Rating, CA,0,41
4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,other analytics,Senior/Principal,59000,116000,87500.0,0,0,0,1,1,1,High Rating, MI,0,56
4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),data engineer,Other,48000,95000,71500.0,1,1,1,1,0,1,High Rating, FL,1,17
3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),data analyst,Other,31000,72000,51500.0,0,0,0,1,0,0,Medium Rating, CA,1,17
3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,105000,198000,151500.0,0,0,0,1,0,0,Medium Rating, CA,0,242
2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown,data analyst,Senior/Principal,55000,100000,77500.0,1,0,0,1,1,1,Low Rating, NJ,1,9
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,98000,182000,140000.0,0,0,0,1,0,0,Medium Rating, MA,0,242
3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),data scientist,Senior/Principal,73000,124000,98500.0,0,0,0,1,0,1,Medium Rating, NJ,0,41
0.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),data scientist,Senior/Principal,200000,250000,225000.0,1,0,1,1,1,0,No Rating, CA,0,6
3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,43680,70720,57200.0,0,0,0,0,0,0,Medium Rating, DE,1,88
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,117000,206000,161500.0,0,0,0,0,0,0,Medium Rating, MA,0,242
3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),data scientist,Senior/Principal,111000,183000,147000.0,1,1,1,0,0,1,Medium Rating, NY,0,75
4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),data analyst,Other,44000,78000,61000.0,0,0,0,1,0,1,High Rating, MO,1,62
2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Other,81000,159000,120000.0,1,0,0,0,0,0,Low Rating, PA,1,39
3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),data scientist,Executive/Director,83000,166000,124500.0,1,0,0,1,0,1,Medium Rating, AZ,0,15
3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,114000,182000,148000.0,1,0,0,0,0,0,Medium Rating, CA,1,14
4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),data analyst,Other,42000,76000,59000.0,1,0,0,1,0,0,High Rating, AL,0,27
3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Senior/Principal,114000,179000,146500.0,1,0,0,1,0,1,Medium Rating, MA,1,171
2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Other,60000,123000,91500.0,0,0,0,1,0,0,Low Rating, MA,1,-1
3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,machine learning engineer,Senior/Principal,100000,166000,133000.0,1,0,1,0,0,1,Medium Rating, IL,1,8
4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),data scientist,Senior/Principal,108000,173000,140500.0,1,0,1,0,0,0,High Rating, UT,1,10
3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Other,48000,93000,70500.0,0,0,0,1,0,1,Medium Rating, LA,0,-1
3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,54000,115000,84500.0,0,0,0,0,0,0,Medium Rating, NY,1,9
4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),software engineer,Other,60000,127000,93500.0,0,0,0,1,0,0,High Rating, MD,1,21
4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Senior/Principal,90000,179000,134500.0,0,0,0,0,0,0,High Rating, MA,1,10
3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),machine learning engineer,Associate,138000,224000,181000.0,1,1,0,0,0,1,Medium Rating, CA,1,16
3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,54000,115000,84500.0,0,0,0,0,0,0,Medium Rating, NY,1,9
4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),data engineer,Senior/Principal,190000,220000,205000.0,1,1,1,0,0,1,High Rating, CA,1,13
3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),data analyst,Other,35000,62000,48500.0,0,0,0,1,1,1,Medium Rating, CA,1,37
4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),other scientist,Other,37440,52000,44720.0,0,0,1,0,0,0,High Rating, TX,0,46
2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),other scientist,Other,39000,66000,52500.0,0,0,0,0,0,0,Low Rating, IL,0,-1
2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Senior/Principal,81000,167000,124000.0,0,0,0,0,0,0,Low Rating, PA,1,39
3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other analytics,Senior/Principal,42000,86000,64000.0,0,0,0,0,1,1,Medium Rating, CA,1,27
3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),data engineer,Senior/Principal,69000,127000,98000.0,1,0,0,0,0,1,Medium Rating, TN,1,65
3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,43680,70720,57200.0,0,0,0,0,0,0,Medium Rating, DE,0,88
3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,software engineer,Other,40000,68000,54000.0,0,0,0,0,0,0,Medium Rating, WI,1,59
2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,49000,113000,81000.0,0,0,0,1,0,0,Low Rating, MD,1,62
3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),data engineer,Senior/Principal,75000,140000,107500.0,0,0,0,0,0,1,Medium Rating, IL,1,18
3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 to 1000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown,data scientist,Other,86000,139000,112500.0,1,0,1,1,0,1,Medium Rating, IL,0,28
3.7,Lockheed Martin,"Herndon, VA","Bethesda, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data scientist,Other,66000,112000,89000.0,1,1,0,1,1,1,Medium Rating, VA,0,28
4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),data scientist,Senior/Principal,76000,125000,100500.0,0,0,0,0,0,0,High Rating, WI,1,98
3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data analyst,Other,44000,86000,65000.0,0,0,0,1,1,1,Medium Rating, NY,1,21
3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, DC",10000+ employees,Government,Federal Agencies,Government,Unknown,other scientist,Other,31200,52000,41600.0,0,0,0,0,0,0,Medium Rating, LA,0,93
4.3,Credera,"Dallas, TX","Dallas, TX",201 to 500 employees,Subsidiary or Business Segment,Consulting,Business Services,Unknown,data scientist,Other,53000,92000,72500.0,1,1,1,1,1,1,High Rating, TX,1,24
4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 to 1000 employees,Company - Private,Security Services,Business Services,$100 to $500 million (USD),data analyst,Senior/Principal,44000,78000,61000.0,1,0,0,1,0,1,High Rating, FL,1,13
3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),business intelligence,Senior/Principal,85000,134000,109500.0,1,0,0,1,1,0,Medium Rating, NJ,1,177
3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown,data engineer,Other,59000,110000,84500.0,1,1,0,0,0,1,Medium Rating, MA,1,18
3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),data scientist,Other,64000,111000,87500.0,0,0,0,0,0,1,Medium Rating, IL,1,31
3.1,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),data analyst,Other,65000,120000,92500.0,1,0,0,1,1,1,Medium Rating, CA,0,26
3.2,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Associate,60000,103000,81500.0,1,1,0,0,0,0,Medium Rating, VA,0,65
4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",1001 to 5000 employees,Company - Private,Trucking,Transportation & Logistics,Unknown,software engineer,Entry Level,53000,105000,79000.0,0,0,0,0,0,1,High Rating, OH,1,42
3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Senior/Principal,124000,204000,164000.0,1,1,1,0,0,1,Medium Rating, MA,0,172
3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,131000,207000,169000.0,1,1,0,1,0,1,Medium Rating, CA,1,47
3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),data scientist,Senior/Principal,110000,174000,142000.0,1,1,1,1,0,0,Medium Rating, CA,0,27
2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),data analyst,Other,33000,62000,47500.0,0,0,0,1,0,0,Low Rating, CA,0,-1
3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),business intelligence,Other,52000,101000,76500.0,0,0,0,1,0,0,Medium Rating, MA,0,242
3.4,TrueAccord,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data analyst,Other,48000,90000,69000.0,1,0,0,1,1,1,Medium Rating, CA,1,10
4.0,DRB Systems,"Meridian, ID","Akron, OH",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),data analyst,Other,34000,64000,49000.0,1,0,0,1,1,1,High Rating, ID,0,39
3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),data scientist,Associate,132000,211000,171500.0,1,0,1,0,0,1,Medium Rating, CA,1,53
3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data scientist,Other,81000,133000,107000.0,1,0,0,1,1,1,Medium Rating, MD,1,42
3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data analyst,Other,42000,76000,59000.0,0,0,0,1,0,0,Medium Rating, NJ,1,27
